Accessories,3.484848484848485
Active Life,4.438202247191011
Acupuncture,4.0
Adult,3.1666666666666665
Adult Education,3.75
Adult Entertainment,3.0
African,4.230769230769231
Airport Shuttles,4.571428571428571
Airports,3.75
American (New),4.052631578947368
American (Traditional),3.5901639344262297
Animal Shelters,5.0
Antiques,4.042553191489362
Apartments,4.666666666666667
Appliances,4.2
Appliances & Repair,3.6666666666666665
Aquariums,4.666666666666667
Arcades,3.9
Argentine,4.0
Art Galleries,4.142857142857143
Art Supplies,3.8636363636363638
Arts & Crafts,3.8461538461538463
Arts & Entertainment,3.961783439490446
Asian Fusion,4.153846153846154
Automotive,3.375
Baby Gear & Furniture,4.5
Bagels,4.0
Bakeries,3.9625
Bangladeshi,3.2
Banks & Credit Unions,1.0
Barbeque,4.0
Barbers,2.0
Bars,3.5203145478374838
Basque,3.875
Beaches,4.0
Beauty & Spas,3.8468468468468466
Bed & Breakfast,3.7
Beer,3.9904761904761905
Beer Gardens,4.5
Bespoke Clothing,4.333333333333333
Bike Rentals,4.0
Bike Repair/Maintenance,4.0
Bikes,4.333333333333333
Bistros,4.0
Books,3.9565217391304346
Bookstores,4.009090909090909
Botanical Gardens,4.8
Bowling,4.0
Brasseries,3.8793103448275863
Brazilian,4.333333333333333
Breakfast & Brunch,3.9611650485436893
Breweries,4.857142857142857
Bridal,3.6
British,3.8217821782178216
Buffets,3.411764705882353
Burgers,3.9516129032258065
Bus Tours,2.0
Butcher,4.833333333333333
Cafes,3.7708333333333335
Canadian (New),4.0
Candy Stores,4.06
Car Wash,4.0
Cards & Stationery,3.8048780487804876
Caribbean,4.0
Casinos,3.5
Castles,3.3333333333333335
Caterers,4.0
Champagne Bars,3.75
Check Cashing/Pay-day Loans,2.6666666666666665
Cheese Shops,4.3076923076923075
Chicken Wings,4.0588235294117645
Children's Clothing,3.4516129032258065
Chinese,3.5964912280701755
Chocolatiers & Shops,4.037735849056604
Christmas Markets,3.0
Churches,4.6
Cinema,3.86046511627907
Climbing,4.5
Cocktail Bars,4.294117647058823
Coffee & Tea,3.9431616341030193
Coffee Roasteries,3.3333333333333335
Colleges & Universities,4.238095238095238
Comedy Clubs,4.571428571428571
Comic Books,4.052631578947368
Community Service/Non-Profit,4.222222222222222
Computers,3.5384615384615383
Concept Shops,3.0
Convenience Stores,3.731707317073171
Cosmetics & Beauty Supply,3.8734177215189876
Costumes,3.5714285714285716
Couriers & Delivery Services,4.0
Creperies,4.8
Cultural Center,4.0
DJs,4.0
Dance Clubs,3.1844660194174756
Dance Schools,5.0
Day Spas,3.8333333333333335
Delicatessen,4.25
Delis,4.177966101694915
Dentists,3.0
Department Stores,3.8823529411764706
Desserts,4.0394736842105265
Dim Sum,4.0
Diners,4.2
Discount Store,2.9130434782608696
Dive Bars,2.0
Do-It-Yourself Food,3.95
Doctors,4.4
Donuts,3.75
Drugstores,3.8181818181818183
Dry Cleaning & Laundry,3.0
Education,4.15625
Electronics,3.8813559322033897
Electronics Repair,4.0
Ethnic Food,4.235294117647059
Event Planning & Services,3.855421686746988
Eyewear & Opticians,4.285714285714286
Fabric Stores,4.090909090909091
Farmers Market,4.428571428571429
Fashion,3.488599348534202
Fast Food,3.791519434628975
Festivals,4.333333333333333
Filipino,4.0
Financial Services,2.3
Fish & Chips,3.96
Fitness & Instruction,4.428571428571429
Florists,4.1
Flowers,4.0
Flowers & Gifts,3.793918918918919
Food,3.9767216294859358
Food Court,3.090909090909091
Food Delivery Services,4.181818181818182
Framing,4.0
French,4.145833333333333
Friterie,5.0
Fruits & Veggies,4.0
Funeral Services & Cemeteries,4.5
Furniture Stores,3.72
Gastropubs,3.5403225806451615
Gay Bars,3.5
German,3.272727272727273
Gift Shops,4.107142857142857
Gluten-Free,4.666666666666667
Golf,4.0
Graphic Design,3.6
Greek,3.3333333333333335
Grocery,3.8333333333333335
Guest Houses,4.0
Guitar Stores,4.0
Gyms,4.4
Hair Removal,3.25
Hair Salons,3.6
Halal,3.8333333333333335
Hardware Stores,3.5
Health & Medical,3.88
Health Markets,4.035714285714286
High Fidelity Audio Equipment,4.4
Hiking,4.818181818181818
Himalayan/Nepalese,4.181818181818182
Hobby Shops,4.0
Home & Garden,3.8073394495412844
Home Decor,3.8048780487804876
Home Services,3.5
Home Theatre Installation,4.5
Hospitals,3.0
Hostels,3.857142857142857
Hotels,3.8923076923076922
Hotels & Travel,3.8154761904761907
IT Services & Computer Repair,3.4
Ice Cream & Frozen Yogurt,4.068965517241379
Imported Food,4.0476190476190474
Indian,3.9896907216494846
Interior Design,4.0
Internet Cafes,3.789473684210526
Irish,3.8
Italian,3.557142857142857
Japanese,3.6857142857142855
Jazz & Blues,3.8
Jewelry,3.7313432835820897
Juice Bars & Smoothies,3.62
Junk Removal & Hauling,4.0
Karaoke,2.9285714285714284
Keys & Locksmiths,1.0
Kitchen & Bath,4.0
Knitting Supplies,3.6
Korean,4.0
Landmarks & Historical Buildings,4.419354838709677
Laser Eye Surgery/Lasik,4.0
Laser Hair Removal,4.0
Latin American,3.0
Leather Goods,2.0
Leisure Centers,4.3076923076923075
Libraries,4.111111111111111
Lighting Fixtures & Equipment,4.0
Lingerie,2.772727272727273
Local Flavor,4.096385542168675
Local Services,4.010869565217392
Lounges,3.932584269662921
Macarons,4.0
Mags,3.9565217391304346
Makeup Artists,5.0
Malaysian,3.5
Mass Media,3.9166666666666665
Massage,3.8823529411764706
Massage Therapy,5.0
Maternity Wear,5.0
Meat Shops,4.857142857142857
Medical Spas,4.0
Mediterranean,3.8947368421052633
Men's Clothing,3.376543209876543
Mexican,3.619047619047619
Middle Eastern,3.235294117647059
Mobile Phone Repair,4.0
Mobile Phones,3.1818181818181817
Modern European,4.0
Movers,4.0
Museums,4.059701492537314
Music & DVDs,4.0
Music & Video,3.9565217391304346
Music Venues,3.7701149425287355
Musical Instrument Services,4.0
Musical Instruments & Teachers,3.8333333333333335
Nail Salons,4.125
Naturopathic/Holistic,4.5
Newspapers & Magazines,3.7142857142857144
Nightlife,3.5322763306908267
Nurseries & Gardening,4.75
Office Equipment,4.0
Opera & Ballet,3.75
Optometrists,2.0
Organic Stores,3.857142857142857
Outdoor Gear,4.0
Outlet Stores,3.5
Pakistani,3.782608695652174
Parking,3.1666666666666665
Parks,4.696969696969697
Party Supplies,3.6666666666666665
Patisserie/Cake Shop,3.9166666666666665
Pawn Shops,2.8
Performing Arts,4.078431372549019
Persian/Iranian,2.5
Personal Shopping,4.166666666666667
Pet Groomers,3.0
Pet Services,3.0
Pet Stores,3.6
Pets,3.7142857142857144
Photography Stores & Services,4.2
Piano Stores,4.0
Piercing,4.333333333333333
Pizza,3.423076923076923
Polish,3.857142857142857
Pool Halls,3.7142857142857144
Portuguese,4.0
Post Offices,3.8333333333333335
Print Media,3.9
Printing Services,3.2
Professional Services,3.5
Property Management,1.0
Psychics & Astrologers,3.0
Public Services & Government,4.339449541284404
Public Transportation,3.5714285714285716
Pubs,3.43921568627451
Real Estate,2.7
Reflexology,5.0
Religious Organizations,4.6
Restaurants,3.824940047961631
Rock Climbing,5.0
Salad,4.333333333333333
Sandwiches,3.9960474308300395
Saunas,3.0
Scandinavian,4.0
Scottish,4.043478260869565
Seafood,4.095238095238095
Seafood Markets,4.125
Sewing & Alterations,4.384615384615385
Shoe Repair,3.6666666666666665
Shoe Stores,3.3452380952380953
Shopping,3.6935687263556116
Shopping Centers,3.26
Skate Shops,3.4
Skating Rinks,4.0
Skin Care,4.333333333333333
Soccer,4.0
Social Clubs,4.333333333333333
Soup,4.166666666666667
Souvenir Shops,3.4
Spanish,3.789473684210526
Specialty Food,4.162011173184357
Specialty Schools,4.5
Sporting Goods,3.63265306122449
Sports Bars,3.6666666666666665
Sports Clubs,4.0
Sports Medicine,4.333333333333333
Sports Wear,3.1904761904761907
Stadiums & Arenas,4.333333333333333
Steakhouses,4.0
Street Vendors,5.0
Sushi Bars,3.8620689655172415
Swimming Pools,4.0
Swimwear,2.875
Tanning,3.0
Tapas Bars,3.7142857142857144
Tapas/Small Plates,4.25
Tattoo,4.25
Taxis,3.3846153846153846
Tea Rooms,3.902439024390244
Television Service Providers,4.5
Tex-Mex,3.5
Thai,3.7419354838709675
Thrift Stores,4.033898305084746
Tobacco Shops,3.388888888888889
Tours,3.6363636363636362
Toy Stores,3.923076923076923
Traditional Clothing,3.6
Train Stations,3.7333333333333334
Trainers,5.0
Transportation,3.86
Travel Agents,3.5
Travel Services,3.3333333333333335
Turkish,3.6206896551724137
Tutoring Centers,4.0
Uniforms,2.3333333333333335
University Housing,4.75
Used,3.8059701492537314
Vape Shops,2.0
Vegan,3.652173913043478
Vegetarian,3.6666666666666665
Venues & Event Spaces,3.7872340425531914
Veterinarians,5.0
Video Game Stores,4.166666666666667
Videos & Video Game Rental,3.95
Vietnamese,4.0
Vintage & Consignment,3.8059701492537314
Vinyl Records,4.235294117647059
Walking Tours,3.75
Watch Repair,4.0
Watches,4.066666666666666
Wedding Planning,3.3333333333333335
Whiskey Bars,3.5714285714285716
Wholesale Stores,3.75
Wine & Spirits,3.9904761904761905
Wine Bars,3.7263157894736842
Wineries,4.0
Women's Clothing,3.4017094017094016
Yoga,4.5
Zoos,4.428571428571429
